timestamp,success,group
2019-04-09 16:25:46,False,B
2019-04-09 16:26:24,False,B
2019-04-09 16:26:35,False,A
2019-04-09 16:28:40,False,A
2019-04-09 16:28:54,False,B
2019-04-09 16:29:00,False,A
2019-04-09 16:30:33,False,B
2019-04-09 16:32:44,False,A
2019-04-09 16:34:21,False,B
2019-04-09 16:34:41,False,A
2019-04-09 16:35:10,False,A
2019-04-09 16:35:14,False,B
2019-04-09 16:35:55,False,B
2019-04-09 16:36:35,False,A
2019-04-09 16:37:04,False,A
2019-04-09 16:37:14,False,B
2019-04-09 16:37:19,False,B
2019-04-09 16:37:25,False,A
2019-04-09 16:38:26,False,A
2019-04-09 16:39:15,False,A
2019-04-09 16:39:33,False,A
2019-04-09 16:39:51,False,A
2019-04-09 16:39:55,False,A
2019-04-09 16:42:01,False,A
2019-04-09 16:42:32,False,A
2019-04-09 16:43:14,False,A
2019-04-09 16:45:05,False,A
2019-04-09 16:46:17,False,B
2019-04-09 16:47:02,False,A
2019-04-09 16:47:17,False,A
2019-04-09 16:47:40,False,A
2019-04-09 16:48:11,False,A
2019-04-09 16:48:46,False,B
2019-04-09 16:49:30,False,B
2019-04-09 16:49:44,False,B
2019-04-09 16:50:38,False,B
2019-04-09 16:50:50,False,A
2019-04-09 16:52:17,False,B
2019-04-09 16:52:38,False,B
2019-04-09 16:53:12,False,B
2019-04-09 16:53:23,False,A
2019-04-09 16:53:56,False,B
2019-04-09 16:57:03,False,A
2019-04-09 16:58:50,False,A
2019-04-09 16:58:50,False,B
2019-04-09 16:59:13,False,A
2019-04-09 16:59:33,False,A
2019-04-09 17:02:26,False,A
2019-04-09 17:02:40,False,B
2019-04-09 17:03:12,False,B
2019-04-09 17:05:47,False,B
2019-04-09 17:06:13,False,B
2019-04-09 17:06:44,False,B
2019-04-09 17:07:36,False,B
2019-04-09 17:08:04,False,A
2019-04-09 17:08:18,False,B
2019-04-09 17:09:08,False,B
2019-04-09 17:10:46,False,A
2019-04-09 17:11:02,False,B
2019-04-09 17:12:43,False,A
2019-04-09 17:13:44,False,B
2019-04-09 17:14:06,False,B
2019-04-09 17:15:08,False,A
2019-04-09 17:15:24,False,B
2019-04-09 17:15:35,False,A
2019-04-09 17:15:58,False,A
2019-04-09 17:16:10,False,B
2019-04-09 17:16:37,False,A
2019-04-09 17:17:30,False,B
2019-04-09 17:17:44,False,A
2019-04-09 17:18:33,False,A
2019-04-09 17:19:13,False,B
2019-04-09 17:19:19,False,A
2019-04-09 17:20:57,False,B
2019-04-09 17:21:17,False,A
2019-04-09 17:22:19,False,A
2019-04-09 17:22:33,False,A
2019-04-09 17:23:41,False,A
2019-04-09 17:24:14,False,A
2019-04-09 17:25:06,False,B
2019-04-09 17:25:39,False,A
2019-04-09 17:26:03,False,B
2019-04-09 17:26:47,False,B
2019-04-09 17:26:58,False,B
2019-04-09 17:28:34,False,B
2019-04-09 17:30:21,False,A
2019-04-09 17:30:31,False,B
2019-04-09 17:30:46,False,A
2019-04-09 17:31:25,False,B
2019-04-09 17:32:45,False,B
2019-04-09 17:34:22,False,B
2019-04-09 17:34:37,False,B
2019-04-09 17:35:01,False,A
2019-04-09 17:35:20,False,B
2019-04-09 17:35:25,False,B
2019-04-09 17:35:43,False,B
2019-04-09 17:36:15,False,B
2019-04-09 17:37:59,False,A
2019-04-09 17:39:46,False,B
2019-04-09 17:40:17,False,A
2019-04-09 17:40:19,False,A
2019-04-09 17:40:47,False,A
2019-04-09 17:41:01,False,B
2019-04-09 17:41:16,True,B
2019-04-09 17:41:40,False,B
2019-04-09 17:42:22,False,A
2019-04-09 17:42:46,False,B
2019-04-09 17:42:59,False,B
2019-04-09 17:43:11,False,B
2019-04-09 17:44:58,False,A
2019-04-09 17:45:19,False,A
2019-04-09 17:46:12,False,B
2019-04-09 17:46:25,False,A
2019-04-09 17:48:03,False,A
2019-04-09 17:48:37,False,A
2019-04-09 17:49:30,False,B
2019-04-09 17:51:22,False,B
2019-04-09 17:51:52,False,B
2019-04-09 17:52:45,False,B
2019-04-09 17:52:51,False,B
2019-04-09 17:53:05,False,A
2019-04-09 17:53:15,False,B
2019-04-09 17:53:18,False,A
2019-04-09 17:53:55,False,A
2019-04-09 17:54:12,False,A
2019-04-09 17:55:21,False,B
2019-04-09 17:55:37,False,A
2019-04-09 17:55:41,False,B
2019-04-09 17:56:32,False,A
2019-04-09 17:57:32,True,A
2019-04-09 17:58:15,False,B
2019-04-09 18:00:02,False,A
2019-04-09 18:00:15,False,B
2019-04-09 18:01:45,False,B
2019-04-09 18:03:06,False,B
2019-04-09 18:03:28,False,A
2019-04-09 18:03:52,False,B
2019-04-09 18:03:58,False,A
2019-04-09 18:04:32,False,A
2019-04-09 18:04:58,False,A
2019-04-09 18:08:39,False,B
2019-04-09 18:08:52,False,B
2019-04-09 18:09:03,False,A
2019-04-09 18:09:47,False,A
2019-04-09 18:10:14,False,B
2019-04-09 18:11:01,False,B
2019-04-09 18:11:09,False,B
2019-04-09 18:12:13,False,A
2019-04-09 18:12:39,False,A
2019-04-09 18:13:32,False,A
2019-04-09 18:14:42,False,B
2019-04-09 18:14:42,False,B
2019-04-09 18:14:59,False,B
2019-04-09 18:15:14,True,A
2019-04-09 18:16:01,False,A
2019-04-09 18:16:28,False,A
2019-04-09 18:17:53,False,B
2019-04-09 18:17:58,False,B
2019-04-09 18:19:25,False,A
2019-04-09 18:19:32,False,B
2019-04-09 18:19:40,False,A
2019-04-09 18:20:02,False,B
2019-04-09 18:20:13,False,B
2019-04-09 18:20:33,False,B
2019-04-09 18:21:54,False,A
2019-04-09 18:23:06,False,A
2019-04-09 18:23:18,False,A
2019-04-09 18:23:19,False,B
2019-04-09 18:23:24,False,A
2019-04-09 18:25:14,False,A
2019-04-09 18:26:18,False,B
2019-04-09 18:27:58,False,A
2019-04-09 18:28:58,False,B
2019-04-09 18:29:05,False,A
2019-04-09 18:29:42,False,B
2019-04-09 18:30:05,False,A
2019-04-09 18:30:39,False,A
2019-04-09 18:33:43,False,A
2019-04-09 18:35:26,False,A
2019-04-09 18:35:30,False,A
2019-04-09 18:35:58,False,B
2019-04-09 18:36:01,False,B
2019-04-09 18:37:29,False,A
2019-04-09 18:37:54,False,A
2019-04-09 18:38:35,False,A
2019-04-09 18:38:44,False,B
2019-04-09 18:40:27,False,A
2019-04-09 18:40:43,False,A
2019-04-09 18:41:50,False,B
2019-04-09 18:42:22,False,A
2019-04-09 18:43:28,False,B
2019-04-09 18:44:08,False,A
2019-04-09 18:44:11,False,A
2019-04-09 18:44:49,False,A
2019-04-09 18:46:29,False,B
2019-04-09 18:47:24,False,A
2019-04-09 18:48:43,False,A
2019-04-09 18:50:28,False,B
2019-04-09 18:50:50,False,B
2019-04-09 18:51:07,False,B
2019-04-09 18:52:10,False,A
2019-04-09 18:52:15,False,B
2019-04-09 18:52:29,False,B
2019-04-09 18:56:38,False,A
2019-04-09 18:57:08,False,A
2019-04-09 18:57:15,False,A
2019-04-09 18:57:58,False,A
2019-04-09 18:59:54,False,A
2019-04-09 18:59:58,False,B
2019-04-09 19:00:06,False,B
2019-04-09 19:01:04,False,B
2019-04-09 19:01:09,False,B
2019-04-09 19:01:25,False,A
2019-04-09 19:01:47,False,B
2019-04-09 19:02:15,False,A
2019-04-09 19:02:52,False,B
2019-04-09 19:03:42,False,B
2019-04-09 19:06:38,False,A
2019-04-09 19:07:58,False,A
2019-04-09 19:08:14,False,B
2019-04-09 19:08:56,False,B
2019-04-09 19:09:15,False,A
2019-04-09 19:09:20,False,A
2019-04-09 19:09:56,False,A
2019-04-09 19:10:04,False,A
2019-04-09 19:10:09,False,A
2019-04-09 19:10:12,False,A
2019-04-09 19:11:01,False,B
2019-04-09 19:11:08,False,B
2019-04-09 19:11:28,False,B
2019-04-09 19:12:06,True,B
2019-04-09 19:12:10,False,A
2019-04-09 19:12:48,False,B
2019-04-09 19:13:48,False,A
2019-04-09 19:14:40,False,A
2019-04-09 19:15:56,False,A
2019-04-09 19:16:46,False,B
2019-04-09 19:17:04,False,B
2019-04-09 19:17:30,False,A
2019-04-09 19:18:31,False,B
2019-04-09 19:18:48,False,B
2019-04-09 19:19:01,False,B
2019-04-09 19:19:39,False,A
2019-04-09 19:20:02,False,B
2019-04-09 19:20:44,False,B
2019-04-09 19:20:46,False,B
2019-04-09 19:21:56,False,A
2019-04-09 19:22:53,False,A
2019-04-09 19:22:57,False,A
2019-04-09 19:23:07,False,A
2019-04-09 19:23:21,False,B
2019-04-09 19:23:52,False,B
2019-04-09 19:23:56,False,A
2019-04-09 19:24:16,False,B
2019-04-09 19:24:33,False,A
2019-04-09 19:24:38,True,A
2019-04-09 19:27:21,False,A
2019-04-09 19:29:04,False,A
2019-04-09 19:29:12,False,B
2019-04-09 19:29:45,False,A
2019-04-09 19:29:48,False,B
2019-04-09 19:30:11,False,B
2019-04-09 19:32:17,False,B
2019-04-09 19:32:21,False,B
2019-04-09 19:32:31,False,B
2019-04-09 19:32:58,True,B
2019-04-09 19:33:33,False,A
2019-04-09 19:34:56,False,A
2019-04-09 19:35:03,False,A
2019-04-09 19:35:16,False,B
2019-04-09 19:36:58,False,B
2019-04-09 19:37:02,False,B
2019-04-09 19:37:18,False,B
2019-04-09 19:38:42,False,A
2019-04-09 19:39:09,False,B
2019-04-09 19:39:52,False,B
2019-04-09 19:41:12,False,A
2019-04-09 19:41:49,False,B
2019-04-09 19:42:23,False,B
2019-04-09 19:42:50,False,B
2019-04-09 19:42:50,False,B
2019-04-09 19:43:04,False,A
2019-04-09 19:43:28,False,B
2019-04-09 19:43:41,False,B
2019-04-09 19:43:43,False,B
2019-04-09 19:44:21,False,A
2019-04-09 19:44:40,False,A
2019-04-09 19:45:20,False,B
2019-04-09 19:46:14,False,A
2019-04-09 19:46:42,False,B
2019-04-09 19:46:45,False,B
2019-04-09 19:46:56,False,B
2019-04-09 19:47:10,False,B
2019-04-09 19:47:21,False,B
2019-04-09 19:47:54,False,A
2019-04-09 19:48:50,False,B
2019-04-09 19:49:50,False,A
2019-04-09 19:49:52,False,A
2019-04-09 19:50:04,False,B
2019-04-09 19:50:06,False,B
2019-04-09 19:50:46,False,B
2019-04-09 19:51:04,False,B
2019-04-09 19:51:26,False,A
2019-04-09 19:53:40,False,A
2019-04-09 19:54:17,False,B
2019-04-09 19:56:00,False,A
2019-04-09 19:56:36,False,B
2019-04-09 19:56:52,False,B
2019-04-09 19:57:07,False,B
2019-04-09 19:59:14,False,A
2019-04-09 19:59:23,False,A
2019-04-09 20:00:17,False,B
2019-04-09 20:00:54,False,A
2019-04-09 20:01:45,False,B
2019-04-09 20:02:30,False,B
2019-04-09 20:03:00,False,A
2019-04-09 20:03:53,False,A
2019-04-09 20:04:56,False,B
2019-04-09 20:05:20,False,A
2019-04-09 20:05:23,False,A
2019-04-09 20:05:28,False,A
2019-04-09 20:05:44,False,A
2019-04-09 20:08:11,False,A
2019-04-09 20:08:17,False,A
2019-04-09 20:08:17,False,A
2019-04-09 20:11:32,False,A
2019-04-09 20:12:01,False,B
2019-04-09 20:12:59,False,B
2019-04-09 20:13:34,False,B
2019-04-09 20:13:42,False,B
2019-04-09 20:14:57,False,A
2019-04-09 20:17:25,False,A
2019-04-09 20:18:39,False,A
2019-04-09 20:20:06,False,A
2019-04-09 20:20:09,False,A
2019-04-09 20:20:18,False,A
2019-04-09 20:20:21,False,B
2019-04-09 20:20:23,False,B
2019-04-09 20:20:36,False,B
2019-04-09 20:21:08,False,A
2019-04-09 20:21:11,False,B
2019-04-09 20:21:36,False,A
2019-04-09 20:24:07,True,B
2019-04-09 20:24:59,False,A
2019-04-09 20:26:02,False,B
2019-04-09 20:26:41,False,A
2019-04-09 20:27:29,False,B
2019-04-09 20:31:02,False,B
2019-04-09 20:31:35,False,A
2019-04-09 20:31:57,False,B
2019-04-09 20:32:11,False,A
2019-04-09 20:33:47,False,A
2019-04-09 20:33:48,False,A
2019-04-09 20:34:39,False,B
2019-04-09 20:34:53,False,A
2019-04-09 20:35:00,False,B
2019-04-09 20:35:23,False,A
2019-04-09 20:36:06,False,A
2019-04-09 20:36:45,False,A
2019-04-09 20:36:58,False,A
2019-04-09 20:37:01,False,A
2019-04-09 20:38:56,False,A
2019-04-09 20:39:04,False,A
2019-04-09 20:39:13,False,B
2019-04-09 20:40:23,False,A
2019-04-09 20:40:59,False,A
2019-04-09 20:41:38,False,A
2019-04-09 20:43:19,False,A
2019-04-09 20:43:34,False,B
2019-04-09 20:43:48,False,B
2019-04-09 20:44:02,False,B
2019-04-09 20:45:11,False,A
2019-04-09 20:46:04,False,B
2019-04-09 20:46:49,False,A
2019-04-09 20:46:58,False,B
2019-04-09 20:47:23,False,A
2019-04-09 20:47:46,False,A
2019-04-09 20:47:46,False,B
2019-04-09 20:50:39,False,A
2019-04-09 20:50:56,False,B
2019-04-09 20:51:36,False,A
2019-04-09 20:53:26,False,B
2019-04-09 20:53:44,False,A
2019-04-09 20:53:53,True,B
2019-04-09 20:55:03,False,B
2019-04-09 20:55:13,False,A
2019-04-09 20:57:31,False,A
2019-04-09 20:58:07,False,B
2019-04-09 20:58:38,False,B
2019-04-09 21:00:08,False,B
2019-04-09 21:00:26,False,B
2019-04-09 21:01:49,False,A
2019-04-09 21:03:37,False,A
2019-04-09 21:03:58,False,A
2019-04-09 21:05:09,False,A
2019-04-09 21:05:41,False,B
2019-04-09 21:06:17,False,A
2019-04-09 21:06:38,False,A
2019-04-09 21:06:50,False,B
2019-04-09 21:07:18,False,B
2019-04-09 21:07:21,False,A
2019-04-09 21:07:48,False,A
2019-04-09 21:07:51,False,B
2019-04-09 21:09:10,False,A
2019-04-09 21:10:15,False,B
2019-04-09 21:10:42,False,A
2019-04-09 21:10:44,False,B
2019-04-09 21:10:44,False,B
2019-04-09 21:11:59,False,B
2019-04-09 21:12:40,False,B
2019-04-09 21:13:09,False,A
2019-04-09 21:13:12,False,A
2019-04-09 21:14:16,False,A
2019-04-09 21:16:10,False,A
2019-04-09 21:16:45,False,A
2019-04-09 21:16:51,False,B
2019-04-09 21:17:23,False,B
2019-04-09 21:19:02,False,A
2019-04-09 21:19:17,False,A
2019-04-09 21:19:30,False,A
2019-04-09 21:19:30,True,B
2019-04-09 21:21:48,False,B
2019-04-09 21:25:53,False,A
2019-04-09 21:26:45,False,A
2019-04-09 21:26:49,False,B
2019-04-09 21:27:38,False,A
2019-04-09 21:27:52,False,A
2019-04-09 21:28:07,False,A
2019-04-09 21:28:21,False,B
2019-04-09 21:30:03,False,A
2019-04-09 21:30:09,False,A
2019-04-09 21:30:11,False,B
2019-04-09 21:30:13,False,A
2019-04-09 21:30:35,False,A
2019-04-09 21:31:10,False,A
2019-04-09 21:32:53,False,A
2019-04-09 21:33:15,False,A
2019-04-09 21:33:24,False,B
2019-04-09 21:33:47,False,A
2019-04-09 21:34:47,False,B
2019-04-09 21:35:54,False,A
2019-04-09 21:36:42,False,B
2019-04-09 21:36:48,False,B
2019-04-09 21:38:51,False,A
2019-04-09 21:38:58,False,B
2019-04-09 21:39:47,False,B
2019-04-09 21:39:51,False,B
2019-04-09 21:41:23,False,B
2019-04-09 21:41:29,False,A
2019-04-09 21:43:32,False,A
2019-04-09 21:43:38,False,B
2019-04-09 21:44:21,False,B
2019-04-09 21:45:13,False,A
2019-04-09 21:45:26,False,B
2019-04-09 21:45:28,False,B
2019-04-09 21:46:40,False,A
2019-04-09 21:46:48,False,A
2019-04-09 21:47:44,False,B
2019-04-09 21:48:11,False,A
2019-04-09 21:48:55,False,B
2019-04-09 21:48:59,False,A
2019-04-09 21:49:28,False,B
2019-04-09 21:52:07,False,B
2019-04-09 21:53:35,False,B
2019-04-09 21:53:39,False,A
2019-04-09 21:55:18,False,B
2019-04-09 21:55:26,False,A
2019-04-09 21:55:28,False,B
2019-04-09 21:55:46,False,B
2019-04-09 21:56:45,False,A
2019-04-09 21:57:18,False,B
2019-04-09 21:57:39,False,A
2019-04-09 21:58:28,False,A
2019-04-09 21:58:42,False,B
2019-04-09 21:59:11,False,A
2019-04-09 22:00:04,False,B
2019-04-09 22:00:13,False,B
2019-04-09 22:02:32,False,A
2019-04-09 22:03:19,False,B
2019-04-09 22:04:14,False,A
2019-04-09 22:04:34,False,B
2019-04-09 22:06:29,False,B
2019-04-09 22:06:54,False,B
2019-04-09 22:07:15,False,B
2019-04-09 22:08:05,False,B
2019-04-09 22:08:12,False,A
2019-04-09 22:09:06,False,B
2019-04-09 22:09:23,False,A
2019-04-09 22:09:40,False,A
2019-04-09 22:09:53,False,B
2019-04-09 22:10:11,True,B
2019-04-09 22:10:24,False,B
2019-04-09 22:10:54,False,A
2019-04-09 22:12:18,False,A
2019-04-09 22:13:37,False,A
2019-04-09 22:13:40,False,A
2019-04-09 22:14:19,False,A
2019-04-09 22:15:36,False,B
2019-04-09 22:15:48,False,B
2019-04-09 22:15:54,False,B
2019-04-09 22:17:36,False,A
2019-04-09 22:19:18,False,A
2019-04-09 22:20:34,False,A
2019-04-09 22:20:51,False,B
2019-04-09 22:21:12,False,B
2019-04-09 22:22:18,False,A
2019-04-09 22:22:38,False,A
2019-04-09 22:24:33,False,B
2019-04-09 22:25:04,False,B
2019-04-09 22:25:10,False,B
2019-04-09 22:25:12,False,A
2019-04-09 22:25:38,False,A
2019-04-09 22:25:39,False,A
2019-04-09 22:25:49,False,A
2019-04-09 22:26:41,False,B
2019-04-09 22:28:20,False,B
2019-04-09 22:29:54,False,A
2019-04-09 22:30:33,False,B
2019-04-09 22:31:23,False,B
2019-04-09 22:31:36,False,A
2019-04-09 22:31:42,False,A
2019-04-09 22:31:47,False,A
2019-04-09 22:32:56,False,B
2019-04-09 22:33:28,False,B
2019-04-09 22:34:10,False,A
2019-04-09 22:34:12,False,B
2019-04-09 22:35:02,False,B
2019-04-09 22:35:16,False,A
2019-04-09 22:35:20,False,A
2019-04-09 22:35:44,False,B
2019-04-09 22:35:52,False,B
2019-04-09 22:35:53,False,B
2019-04-09 22:36:58,False,A
2019-04-09 22:38:50,False,B
2019-04-09 22:42:11,False,B
2019-04-09 22:42:36,False,A
2019-04-09 22:43:11,False,B
2019-04-09 22:43:19,False,B
2019-04-09 22:44:17,False,A
2019-04-09 22:44:18,False,B
2019-04-09 22:44:19,False,A
2019-04-09 22:44:20,False,B
2019-04-09 22:46:22,False,A
2019-04-09 22:46:40,False,B
2019-04-09 22:47:27,False,A
2019-04-09 22:47:33,False,B
2019-04-09 22:47:52,False,B
2019-04-09 22:48:03,False,B
2019-04-09 22:48:51,False,A
2019-04-09 22:51:36,True,A
2019-04-09 22:52:56,False,A
2019-04-09 22:53:57,False,B
2019-04-09 22:54:01,False,A
2019-04-09 22:55:09,False,A
2019-04-09 22:57:01,False,A
2019-04-09 22:57:06,False,A
2019-04-09 22:57:16,False,B
2019-04-09 22:57:23,False,A
2019-04-09 22:58:01,False,B
2019-04-09 23:00:00,False,A
2019-04-09 23:00:09,False,A
2019-04-09 23:00:15,False,A
2019-04-09 23:01:27,False,B
2019-04-09 23:03:53,False,B
2019-04-09 23:05:27,False,B
2019-04-09 23:06:41,False,B
2019-04-09 23:08:11,False,B
2019-04-09 23:08:46,False,A
2019-04-09 23:09:31,False,B
2019-04-09 23:10:22,False,B
2019-04-09 23:11:55,False,B
2019-04-09 23:12:24,False,A
2019-04-09 23:12:49,False,B
2019-04-09 23:14:50,False,A
2019-04-09 23:14:54,False,B
2019-04-09 23:14:57,False,A
2019-04-09 23:16:11,False,B
2019-04-09 23:16:20,False,B
2019-04-09 23:16:41,True,B
2019-04-09 23:17:04,False,B
2019-04-09 23:17:10,False,B
2019-04-09 23:18:44,False,B
2019-04-09 23:19:29,False,B
2019-04-09 23:21:52,False,A
2019-04-09 23:22:07,False,A
2019-04-09 23:22:57,False,B
2019-04-09 23:22:58,False,B
2019-04-09 23:23:17,False,A
2019-04-09 23:23:36,False,B
2019-04-09 23:24:25,False,A
2019-04-09 23:28:06,False,A
2019-04-09 23:28:16,False,A
2019-04-09 23:28:47,False,A
2019-04-09 23:30:05,False,A
2019-04-09 23:31:07,False,A
2019-04-09 23:31:36,False,B
2019-04-09 23:32:11,False,B
2019-04-09 23:32:42,False,B
2019-04-09 23:32:52,False,B
2019-04-09 23:33:30,False,A
2019-04-09 23:33:42,False,A
2019-04-09 23:34:00,False,A
2019-04-09 23:34:35,False,A
2019-04-09 23:35:43,False,A
2019-04-09 23:36:17,False,B
2019-04-09 23:40:17,False,A
2019-04-09 23:40:42,False,A
2019-04-09 23:40:53,False,A
2019-04-09 23:42:39,False,B
2019-04-09 23:42:42,False,B
2019-04-09 23:44:40,False,A
2019-04-09 23:45:17,False,B
2019-04-09 23:45:41,False,B
2019-04-09 23:47:01,False,A
2019-04-09 23:47:36,False,B
2019-04-09 23:47:47,False,A
2019-04-09 23:51:04,False,B
2019-04-09 23:51:04,False,B
2019-04-09 23:51:22,False,B
2019-04-09 23:51:29,False,A
2019-04-09 23:51:38,False,A
2019-04-09 23:52:38,False,A
2019-04-09 23:52:58,False,A
2019-04-09 23:57:13,False,B
2019-04-09 23:59:48,False,B
2019-04-10 00:01:17,False,A
2019-04-10 00:01:21,False,B
2019-04-10 00:01:38,False,A
2019-04-10 00:03:50,False,A
2019-04-10 00:04:14,False,B
2019-04-10 00:04:23,False,A
2019-04-10 00:04:25,False,B
2019-04-10 00:05:24,False,B
2019-04-10 00:05:34,False,B
2019-04-10 00:05:40,False,B
2019-04-10 00:09:08,False,B
2019-04-10 00:10:17,False,A
2019-04-10 00:14:24,False,A
2019-04-10 00:15:15,False,A
2019-04-10 00:20:50,False,B
2019-04-10 00:21:10,False,B
2019-04-10 00:22:06,False,A
2019-04-10 00:22:59,False,B
2019-04-10 00:25:39,False,A
2019-04-10 00:26:28,False,B
2019-04-10 00:26:49,False,A
2019-04-10 00:27:09,False,B
2019-04-10 00:27:50,False,B
2019-04-10 00:27:56,False,B
2019-04-10 00:28:17,False,A
2019-04-10 00:28:30,False,B
2019-04-10 00:29:12,False,B
2019-04-10 00:32:57,False,A
2019-04-10 00:33:06,False,A
2019-04-10 00:35:48,False,B
2019-04-10 00:37:36,False,A
2019-04-10 00:37:50,False,B
2019-04-10 00:38:59,False,A
2019-04-10 00:39:37,False,B
2019-04-10 00:39:47,False,A
2019-04-10 00:40:04,False,B
2019-04-10 00:40:09,False,B
2019-04-10 00:40:31,False,B
2019-04-10 00:40:47,False,A
2019-04-10 00:41:25,False,A
2019-04-10 00:41:26,False,B
2019-04-10 00:41:33,False,B
2019-04-10 00:42:38,False,A
2019-04-10 00:46:05,False,B
2019-04-10 00:46:38,False,B
2019-04-10 00:47:40,False,A
2019-04-10 00:49:54,False,A
2019-04-10 00:50:05,False,A
2019-04-10 00:51:33,False,A
2019-04-10 00:54:48,False,B
2019-04-10 00:55:07,False,A
2019-04-10 00:55:26,False,A
2019-04-10 00:56:41,False,A
2019-04-10 00:58:50,False,A
2019-04-10 00:59:06,False,A
